département;Ville;longitude;Latitude
9;FORNEX;1.25;43.1667
10;MONTMORENCY-BEAUFORT;4.56667;48.4833
10;LIGNIERES;3.96667;47.95
10;PRUSY;4.05;47.9667
10;VILLECHETIF;4.15;48.3167
10;CHENNEGY;3.85;48.2167
10;ETOURVY;4.13333;47.95
10;MORVILLIERS;4.61667;48.3833
10;FONTAINE;4.71667;48.2167
10;SAINT-POUANGE;4.03333;48.2333
10;MAGNANT;4.41667;48.1667
10;PALIS;3.7;48.2833
10;HERBISSE;4.11667;48.6167
10;LES GRANGES;4.05362;48.0587
10;CRESANTIGNES;4.01667;48.1333
10;BAGNEUX-LA-FOSSE;4.28333;47.9833
10;SAINT-JULIEN-LES-VILLAS;4.1;48.2667
10;PRECY-SAINT-MARTIN;4.45;48.4167
10;ESTISSAC;3.81667;48.2667
10;FONTAINE-LES-GRES;3.9;48.4167
10;SAINT-JEAN-DE-BONNEVAL;4.05;48.1667
10;VITRY-LE-CROISE;4.56667;48.15
10;AUBETERRE;4.11667;48.4333
10;BERNON;3.98333;47.9833
10;DAMPIERRE;4.36667;48.55
10;POLIGNY;4.35;48.1667
10;LEVIGNY;4.7;48.3
10;VAILLY;4.11667;48.3667
10;SAINT-LYE;4;48.3667
10;BESSY;4.02306;48.5473
10;PEL-ET-DER;4.41667;48.4
10;SAINT-LEGER-PRES-TROYES;4.08333;48.2333
10;LIGNOL-LE-CHATEAU;4.81667;48.2167
10;PUITS-ET-NUISEMENT;4.5;48.2167
10;BOURGUIGNONS;4.36667;48.1333
10;MAUPAS;4.06667;48.1333
10;CHATRES;3.85;48.5
10;CHARNY-LE-BACHOT;3.95;48.55
10;VILLIERS-SOUS-PRASLIN;4.25;48.0667
10;TORCY-LE-GRAND;4.16667;48.5333
10;CHAUCHIGNY;3.96667;48.4333
10;RHEGES;4;48.55
10;PRECY-NOTRE-DAME;4.43333;48.4167
10;BRIENNE-LA-VIEILLE;4.53333;48.3667
10;VULAINES;3.61667;48.2333
10;COUVIGNON;4.65;48.2
10;SAINT-USAGE;4.61667;48.1
10;LHUITRE;4.25;48.5667
10;LAGESSE;4.13333;48.0167
10;MONTSUZAIN;4.13333;48.45
10;VOUGREY;4.23333;48.0833
10;FRALIGNES;4.36667;48.1667
10;CRANCEY;3.63333;48.5167
10;SAINT-LEGER-SOUS-BRIENNE;4.5;48.4
10;LA CHAPELLE-SAINT-LUC;4.05;48.3333
10;CRESPY-LE-NEUF;4.6;48.4
10;COURSAN-EN-OTHE;3.83333;48.0667
10;ECHEMINES;3.83333;48.3833
10;BLIGNY;4.61639;48.1717
10;BAYEL;4.78333;48.2
10;SAINTE-SAVINE;4.05;48.3
10;FRESNOY-LE-CHATEAU;4.23333;48.2
10;LE CHENE;4.18333;48.55
10;COURTENOT;4.3;48.15
10;PAISY-COSDON;3.71667;48.2333
10;VILLE-SUR-TERRE;4.75;48.3333
10;NEUVILLE-SUR-SEINE;4.41667;48.0333
10;BRILLECOURT;4.36667;48.4667
10;CHAMPIGNY-SUR-AUBE;4.06667;48.5667
10;LA FOSSE-CORDUAN;3.65;48.45
10;VIAPRES-LE-PETIT;4.03333;48.5667
10;VILLERY;4.01667;48.1667
10;BARBUISE;3.58333;48.55
10;SAINT-LUPIEN;3.7;48.35
10;MONTCEAUX-LES-VAUDES;4.16667;48.1667
10;ROUILLY-SACEY;4.26667;48.35
10;NOGENT-SUR-SEINE;3.5;48.4833
10;VAL-D'AUZON;4.36334;48.407
10;LA VENDUE-MIGNOT;4.11667;48.1667
10;THIEFFRAIN;4.43333;48.2
10;MESNIL-LA-COMTESSE;4.2;48.5
10;FAY-LES-MARCILLY;3.6;48.4
10;ASSENAY;4.06667;48.1833
10;MESNIL-SAINT-LOUP;3.76667;48.3
10;LES BORDES-AUMONT;4.11667;48.1833
10;COUSSEGREY;4.01667;47.95
10;JUVANCOURT;4.8;48.1167
10;SAINT-MARTIN-DE-BOSSENAY;3.68333;48.4333
10;VIVIERS-SUR-ARTAUT;4.5;48.1
10;BOUY-SUR-ORVIN;3.5;48.4167
10;MAIZIERES-LES-BRIENNE;4.58333;48.4333
10;FONTAINE-MACON;3.5;48.4667
10;CRENEY-PRES-TROYES;4.13333;48.3333
10;MONTIER-EN-L'ISLE;4.66667;48.2667
10;MONTGUEUX;3.96667;48.3
10;BREVIANDES;4.1;48.25
10;DIERREY-SAINT-JULIEN;3.83333;48.3167
10;VIREY-SOUS-BAR;4.31667;48.1333
10;BUXEUIL;4.4;48.05
10;MUSSY-SUR-SEINE;4.5;47.9667
10;SAINT-NABORD-SUR-AUBE;4.21667;48.5333
10;MONTFEY;3.88333;48.0667
10;BLIGNICOURT;4.53333;48.4667
10;NOGENT-EN-OTHE;3.8;48.15
10;GYE-SUR-SEINE;4.43333;48.0333
10;AUXON;3.91667;48.1
10;LES CROUTES;3.86667;48
10;SAINT-AUBIN;3.55;48.4667
10;MERY-SUR-SEINE;3.88333;48.5
10;RACINES;3.85;48.05
10;VOSNON;3.85;48.1
10;LOCHES-SUR-OURCE;4.5;48.0667
10;NOGENT-SUR-AUBE;4.31667;48.5
10;SAINT-FLAVY;3.76667;48.4
10;MAGNICOURT;4.38333;48.45
10;POLISOT;4.36667;48.0833
10;DOMMARTIN-LE-COQ;4.35;48.5
10;SAINT-NICOLAS-LA-CHAPELLE;3.46667;48.5333
10;VAUCOGNE;4.35;48.5333
10;NEUVILLE-SUR-VANNE;3.78056;48.2556
10;JEUGNY;4.03333;48.1333
10;BREVONNES;4.4;48.3667
10;PAYNS;3.96667;48.3833
10;MARNAY-SUR-SEINE;3.55;48.5167
10;MERGEY;4.01667;48.3833
10;MESNIL-LETTRE;4.26667;48.45
10;JUZANVIGNY;4.58333;48.4167
10;VERPILLIERES-SUR-OURCE;4.56667;48.05
10;SAINTE-MAURE;4.05;48.35
10;FERREUX-QUINCEY;3.6125;48.4506
10;BRIENNE-LE-CHATEAU;4.53333;48.4
10;PREMIERFAIT;4.03333;48.5
10;SOULAINES-DHUYS;4.73333;48.3667
10;SAINT-ETIENNE-SOUS-BARBUISE;4.11667;48.5
10;MESSON;3.9;48.2667
10;RUMILLY-LES-VAUDES;4.21667;48.15
10;AILLEVILLE;4.68333;48.25
10;PLANTY;3.65;48.2667
10;PONT-SUR-SEINE;3.6;48.5167
10;TORCY-LE-PETIT;4.2;48.5333
10;JAUCOURT;4.65;48.2667
10;LONGCHAMP-SUR-AUJON;4.83333;48.15
10;SAINT-GERMAIN;4.03333;48.25
10;FONTETTE;4.61667;48.0833
10;FULIGNY;4.7;48.3333
10;PLESSIS-BARBUISE;3.58333;48.5667
10;LAUBRESSEL;4.21667;48.3
10;MESGRIGNY;3.88333;48.4833
10;MAROLLES-LES-BAILLY;4.35;48.1833
10;VILLENAUXE-LA-GRANDE;3.5575;48.5912
10;VILLEMOIRON-EN-OTHE;3.78333;48.2
10;PONT-SAINTE-MARIE;4.1;48.3167
10;VAUPOISSON;4.23333;48.5167
10;BALNOT-SUR-LAIGNES;4.36667;48.0333
10;LA LOGE-AUX-CHEVRES;4.41667;48.2833
10;MESNIL-SELLIERES;4.21667;48.3333
10;CHAMOY;3.96667;48.1167
10;MOLINS-SUR-AUBE;4.38333;48.4333
10;BERCENAY-EN-OTHE;3.88333;48.2167
10;COURCELLES-SUR-VOIRE;4.53333;48.4667
10;EGUILLY-SOUS-BOIS;4.53333;48.1333
10;BARBEREY-SAINT-SULPICE;4.03333;48.3333
10;VANLAY;4.01667;48.0333
10;BUXIERES-SUR-ARCE;4.45;48.1333
10;MONTAULIN;4.2;48.25
10;MAIZIERES-LA-GRANDE-PAROISSE;3.79056;48.5117
10;BAROVILLE;4.72112;48.1923
10;CHARMONT-SOUS-BARBUISE;4.16667;48.4167
10;PERTHES-LES-BRIENNE;4.53333;48.4333
10;TROUANS;4.23806;48.6298
10;JESSAINS;4.58333;48.3
10;THENNELIERES;4.18333;48.2833
10;SOMMEVAL;3.96667;48.1667
10;VILLEMORIEN;4.3;48.0833
10;MARIGNY-LE-CHATEL;3.73333;48.4
10;VERRICOURT;4.35;48.45
10;BRAUX;4.47167;48.4842
10;CHALETTE-SUR-VOIRE;4.43333;48.45
10;FEUGES;4.11667;48.4
10;COCLOIS;4.33333;48.4667
10;AVANT-LES-MARCILLY;3.56667;48.4167
10;FONTENAY-DE-BOSSERY;3.45;48.45
10;VENDEUVRE-SUR-BARSE;4.46667;48.2333
10;JUVANZE;4.56667;48.3167
10;MONTPOTHIER;3.51667;48.5667
10;LA VILLENEUVE-AU-CHENE;4.38333;48.2333
10;LANDREVILLE;4.47362;48.072
10;MONTIGNY-LES-MONTS;3.95;48.1
10;AVANT-LES-RAMERUPT;4.28333;48.45
10;PINEY;4.33333;48.3667
10;CHARMOY;3.58639;48.4031
10;ROMILLY-SUR-SEINE;3.71667;48.5167
10;MERREY-SUR-ARCE;4.38333;48.1
10;MAILLY-LE-CAMP;4.21667;48.6667
10;BALNOT-LA-GRANGE;4.2;47.9833
10;COURCEROY;3.41667;48.4667
10;SAINT-ANDRE-LES-VERGERS;4.05;48.2833
10;COURTERON;4.45;48.0167
10;PROVERVILLE;4.7;48.2333
10;POLISY;4.46667;48.0667
10;AMANCE;4.51667;48.3
10;THIL;4.78584;48.3475
10;SEMOINE;4.08333;48.6833
10;BOUY-LUXEMBOURG;4.26667;48.3833
10;SAINT-LEGER-SOUS-MARGERIE;4.48333;48.5333
10;GRANDVILLE;4.23333;48.6
10;CHASEREY;4.06834;47.9581
10;FRAVAUX;4.63333;48.2333
10;POUAN-LES-VALLEES;4.06667;48.5333
10;VILLY-EN-TRODES;4.38333;48.2
10;ROUILLY-SAINT-LOUP;4.15;48.2667
10;POUGY;4.36667;48.45
10;LES NOES-PRES-TROYES;4.03333;48.3
10;SAINT-MARDS-EN-OTHE;3.8;48.1667
10;BUCHERES;4.11667;48.2333
10;POIVRES;4.26667;48.6833
10;FAUX-VILLECERF;3.73333;48.3333
10;THORS;4.81667;48.3
10;BALIGNICOURT;4.46667;48.5167
10;METZ-ROBERT;4.11667;48.0667
10;URVILLE;4.65;48.1667
10;ERVY-LE-CHATEL;3.91667;48.0333
10;GELANNES;3.66667;48.4833
10;ROUVRES-LES-VIGNES;4.81667;48.2333
10;BETIGNICOURT;4.45;48.45
10;DROUPT-SAINT-BASLE;3.93333;48.4833
10;HAMPIGNY;4.6;48.45
10;BLAINCOURT-SUR-AUBE;4.45;48.3833
10;SAINT-OULPH;3.86667;48.5167
10;CHAUDREY;4.28333;48.5
10;ORTILLON;4.25;48.5167
10;FOUCHERES;4.26667;48.15
10;EAUX-PUISEAUX;3.88333;48.1167
10;CHAVANGES;4.56667;48.5167
10;ARRELLES;4.28333;48.05
10;MATHAUX;4.48333;48.3667
10;GUMERY;3.43333;48.45
10;ROSIERES-PRES-TROYES;4.06667;48.2667
10;EPAGNE;4.46667;48.4
10;LONGEVILLE-SUR-MOGNE;4.06084;48.1489
10;VAUCHONVILLIERS;4.53333;48.2667
10;SAINT-LOUP-DE-BUFFIGNY;3.63333;48.45
10;PRASLIN;4.2;48.05
10;VALLENTIGNY;4.58333;48.45
10;PERIGNY-LA-ROSE;3.63333;48.55
10;MACHY;4.05;48.1333
10;COLOMBE-LA-FOSSE;4.8;48.2667
10;VILLIERS-LE-BOIS;4.18333;47.95
10;SOULIGNY;4;48.2
10;ARCONVILLE;4.71667;48.1667
10;PLAINES-SAINT-LANGE;4.46667;47.9833
10;DROUPT-SAINTE-MARIE;3.91667;48.5
10;RANCES;4.55;48.4667
10;VILLE-SUR-ARCE;4.45;48.1167
10;VOIGNY;4.76667;48.2333
10;VILLERET;4.58333;48.4833
10;BRIEL-SUR-BARSE;4.35;48.2167
10;SAINT-CHRISTOPHE-DODINICOURT;4.46667;48.4333
10;SAINT-BENOIST-SUR-VANNE;3.66667;48.2333
10;VAUDES;4.18333;48.1833
10;BERGERES;4.66667;48.1833
10;DONNEMENT;4.43333;48.5167
10;PARGUES;4.19778;48.0323
10;SAINT-PARRES-AUX-TERTRES;4.11667;48.3
10;TURGY;4.05;48.0167
10;MAROLLES-SOUS-LIGNIERES;3.91667;47.95
10;CHAUMESNIL;4.6;48.3667
10;CHAOURCE;4.13333;48.0667
10;DIENVILLE;4.53333;48.35
10;PRUGNY;3.95;48.25
10;ASSENCIERES;4.2;48.35
10;LONGPRE-LE-SEC;4.51667;48.1833
10;SAULCY;4.83333;48.2833
10;DAVREY;3.95;48.05
10;ARSONVAL;4.65;48.2667
10;CHESLEY;4.11667;47.9667
10;BAR-SUR-AUBE;4.71667;48.2333
10;BOURANTON;4.18333;48.3167
10;MESNIL-SAINT-PERE;4.33333;48.25
10;EPOTHEMONT;4.65;48.4167
10;AVON-LA-PEZE;3.65;48.3833
10;ORIGNY-LE-SEC;3.76667;48.4667
10;VILLEMEREUIL;4.08333;48.2
10;CHAMP-SUR-BARSE;4.4;48.2333
10;LIREY;4.05;48.15
10;VILLIERS-HERBISSE;4.11667;48.6333
10;MARAYE-EN-OTHE;3.85;48.1667
10;PRUNAY-BELLEVILLE;3.78333;48.3667
10;NOE-LES-MALLETS;4.56667;48.1
10;MAGNY-FOUCHARD;4.53333;48.25
10;CHERVEY;4.5;48.1333
10;ALLIBAUDIERES;4.11667;48.5833
10;LES LOGES-MARGUERON;4.11667;48.0833
10;VILLACERF;3.98333;48.4
10;MAISONS-LES-CHAOURCE;4.16667;48.0167
10;LA ROTHIERE;4.56667;48.35
10;FRESNAY;4.75112;48.3145
10;AIX-EN-OTHE;3.73333;48.2167
10;MARCILLY-LE-HAYER;3.63333;48.35
10;MONTREUIL-SUR-BARSE;4.3;48.2167
10;VILLEMOYENNE;4.23333;48.1833
10;MEURVILLE;4.61667;48.2
10;DOSNON;4.23333;48.6167
10;VILLY-LE-BOIS;4.1;48.1667
10;SALON;4;48.6333
10;ARCIS-SUR-AUBE;4.13333;48.5333
10;PARS-LES-ROMILLY;3.73333;48.4833
10;PARS-LES-CHAVANGES;4.5;48.5
10;LUYERES;4.2;48.3833
10;COURTAOULT;3.86667;48.0167
10;RAMERUPT;4.3;48.5167
10;CORMOST;4.13333;48.1667
10;RUVIGNY;4.18333;48.2667
10;CHAMPFLEURY;4.00611;48.617
10;MOUSSEY;4.1;48.2167
10;BOSSANCOURT;4.6;48.2833
10;LAINES-AUX-BOIS;3.98333;48.2333
10;JONCREUIL;4.61667;48.5167
10;LASSICOURT;4.48917;48.4428
10;VILLENEUVE-AU-CHEMIN;3.85;48.0833
10;RILLY-SAINTE-SYRE;3.95;48.45
10;LONGSOLS;4.28333;48.4333
10;LE PAVILLON-SAINTE-JULIE;3.9;48.3667
10;SAINT-MESMIN;3.93333;48.45
10;ARREMBECOURT;4.6;48.55
10;LA RIVIERE-DE-CORPS;4.03333;48.2833
10;VILLETTE-SUR-AUBE;4.1;48.5333
10;ORVILLIERS-SAINT-JULIEN;3.83333;48.45
10;LA VILLENEUVE-AU-CHATELOT;3.61195;48.5503
10;VOUE;4.11667;48.4667
10;LA LOUPTIERE-THENARD;3.43333;48.3833
10;UNIENVILLE;4.55;48.3333
10;ENGENTE;4.75;48.2667
10;BOURDENAY;3.58778;48.3592
10;TORVILLIERS;3.96667;48.2667
10;SAVIERES;3.95;48.4167
10;POUY-SUR-VANNES;3.58333;48.3
10;BUCEY-EN-OTHE;3.86667;48.2667
10;SAINT-PARRES-LES-VAUDES;4.21667;48.1667
10;VINETS;4.23333;48.5333
10;BOUILLY;4;48.2
10;SAINT-HILAIRE-SOUS-ROMILLY;3.66667;48.5167
10;VAUCHASSIS;3.91667;48.2167
10;MACEY;3.91667;48.3
10;LANTAGES;4.21667;48.0667
10;VALLANT-SAINT-GEORGES;3.9;48.4667
10;LA SAULSOTTE;3.5;48.5333
10;LES RICEYS;4.36667;47.9833
10;LA LOGE-POMBLIN;4.03333;48.05
10;BERULLE;3.66667;48.1833
10;LES GRANDES-CHAPELLES;4.01667;48.4667
10;BERCENAY-LE-HAYER;3.58333;48.3333
10;ROSNAY-L'HOPITAL;4.5;48.4667
10;VILLEMAUR-SUR-VANNE;3.73333;48.25
10;ONJON;4.28333;48.4
10;FONTVANNES;3.86667;48.2833
10;TRANCAULT;3.53333;48.3667
10;CLEREY;4.2;48.2
10;TRAINEL;3.45;48.4167
10;CHANNES;4.25;47.9333
10;PETIT-MESNIL;4.58333;48.35
10;DOSCHES;4.25;48.3167
10;DIERREY-SAINT-PIERRE;3.83333;48.3333
10;LENTILLES;4.61667;48.4833
10;ARGANCON;4.6;48.25
10;CHAMPIGNOL-LEZ-MONDEVILLE;4.68333;48.1333
10;ISLE-AUMONT;4.13333;48.2167
10;LONGUEVILLE-SUR-AUBE;3.91667;48.55
10;VERRIERES;4.14806;48.2328
10;TROYES;4.08333;48.3
10;MONTMARTIN-LE-HAUT;4.55;48.2167
10;ESSOYES;4.53333;48.0667
10;COLOMBE-LE-SEC;4.8;48.25
10;LA CHAISE;4.66667;48.3667
10;LUSIGNY-SUR-BARSE;4.26667;48.25
10;DOLANCOURT;4.61667;48.2667
10;VILLE-SOUS-LA-FERTE;4.78333;48.1167
10;COURTERANGES;4.23333;48.2667
10;CELLES-SUR-OURCE;4.4;48.0833
10;VILLELOUP;3.86667;48.3667
10;CUNFIN;4.66667;48.05
10;ECLANCE;4.63333;48.3
10;MAISONS-LES-SOULAINES;4.78333;48.2833
10;CHACENAY;4.53333;48.1167
10;VALLIERES;4.05;48
10;CHAPELLE-VALLON;4.03333;48.4333
10;SAINT-THIBAULT;4.13333;48.2
10;BOULAGES;3.91667;48.5833
10;MAISON-DES-CHAMPS;4.56667;48.25
10;LE MERIOT;3.45;48.5
10;MOREMBERT;4.33333;48.5
10;NOZAY;4.1;48.5167
10;RIGNY-LA-NONNEUSE;3.66667;48.4167
10;VILLADIN;3.68333;48.3167
10;VERNONVILLIERS;4.68333;48.3167
10;JAVERNANT;4;48.1667
10;RADONVILLIERS;4.51667;48.3667
10;OSSEY-LES-TROIS-MAISONS;3.75;48.4333
10;SOLIGNY-LES-ETANGS;3.5;48.4
10;BAR-SUR-SEINE;4.36667;48.1167
10;LESMONT;4.41667;48.4333
10;AVREUIL;4;48.05
10;TRANNES;4.58333;48.3
10;BEUREY;4.46667;48.1833
10;ORMES;4.11667;48.55
10;CHAPPES;4.25;48.1667
10;FAYS-LA-CHAPELLE;4.01667;48.1333
10;LA VILLE-AUX-BOIS;4.5;48.2833
10;BERTIGNOLLES;4.51667;48.1333
10;BAILLY-LE-FRANC;4.65;48.5167
10;JASSEINES;4.38333;48.5
10;SAINT-BENOIT-SUR-SEINE;4.03333;48.3667
10;ARRENTIERES;4.75;48.2667
10;BRAGELOGNE-BEAUVOIR;4.26528;47.9684
10;CHESSY-LES-PRES;3.91667;48.0167
10;CUSSANGY;4.1;48.0167
10;AVIREY-LINGEY;4.3;48.0333
10;VILLY-LE-MARECHAL;4.08333;48.1833
10;LAVAU;4.08333;48.3167
10;RONCENAY;4.05112;48.1998
10;GERAUDOT;4.31667;48.3
10;PLANCY-L'ABBAYE;3.96834;48.57
10;ISLE-AUBIGNY;4.26556;48.5253
10;SPOY;4.61667;48.2333
10;AULNAY;4.4;48.4667
10;YEVRES-LE-PETIT;4.48333;48.4833
10;RIGNY-LE-FERRON;3.63333;48.2
10;LA MOTTE-TILLY;3.43333;48.4667
10;JULLY-SUR-SARCE;4.3;48.1
10;CHAUFFOUR-LES-BAILLY;4.33333;48.2
10;SAINT-PHAL;4;48.1167
10;SAINT-REMY-SOUS-BARBUISE;4.11667;48.4833
10;MONTIERAMEY;4.30584;48.2306
10;ETRELLES-SUR-AUBE;3.86667;48.5667
11;SOUILHE;1.91667;43.3667
11;LABASTIDE-EN-VAL;2.48333;43.0667
11;SALSIGNE;2.36667;43.3333
11;CASSAIGNES;2.3;42.95
11;SOUILHANELS;1.91667;43.35
11;LES CASSES;1.86667;43.4333
11;FLOURE;2.48333;43.1833
11;VILLEBAZY;2.33333;43.0667
11;TALAIRAN;2.66667;43.05
11;TRAUSSE;2.56667;43.3167
11;COUNOZOULS;2.23333;42.7333
11;CABRESPINE;2.46667;43.3667
11;SAINT-MARTIN-LALANDE;2.01667;43.3
11;VILLAR-SAINT-ANSELME;2.31667;43.0667
11;MONTHAUT;2.03333;43.0833
11;COURNANEL;2.25;43.0333
11;CORBIERES;1.98333;43.05
11;CLERMONT-SUR-LAUQUET;2.41667;43.05
11;EMBRES-ET-CASTELMAURE;2.81667;42.9333
11;GRANES;2.25;42.9
11;MERIAL;1.98333;42.7833
11;SAINT-PAULET;1.88333;43.4167
11;VILLENEUVE-LES-MONTREAL;2.1;43.1833
11;VERDUN-EN-LAURAGAIS;2.06667;43.3667
11;LASSERRE-DE-PROUILLE;2.06667;43.1833
11;FOURTOU;2.43333;42.9167
11;CARLIPA;2.11667;43.3
11;VILLETRITOULS;2.48333;43.0667
11;BELPECH;1.75;43.2
11;BIZANET;2.88333;43.1667
11;ESCALES;2.7;43.2167
11;LASBORDES;2.03333;43.3
11;FANJEAUX;2.05;43.2
11;SAINT-LAURENT-DE-LA-CABRERISSE;2.70056;43.0853
11;CAVANAC;2.33333;43.1667
11;SAINTE-VALIERE;2.85;43.2833
11;RENNES-LE-CHATEAU;2.26667;42.9333
11;LA DIGNE-D'AMONT;2.15;43.0333
11;AUNAT;2.1;42.8
11;MAS-CABARDES;2.36667;43.3667
11;ALET-LES-BAINS;2.26667;43
11;CARCASSONNE;2.35;43.2167
11;TUCHAN;2.71667;42.8833
11;SAINT-MARCEL-SUR-AUDE;2.9225;43.2439
11;QUILLAN;2.18333;42.8667
11;CUXAC-D'AUDE;3;43.25
11;TAURIZE;2.5;43.0667
11;ROUTIER;2.12667;43.1078
11;VILLARDONNEL;2.31667;43.3333
11;ARQUETTES-EN-VAL;2.50222;43.1037
11;POUZOLS-MINERVOIS;2.83333;43.2833
11;GRUISSAN;3.08333;43.1
11;PEPIEUX;2.7;43.3
11;CAILHAVEL;2.11667;43.1667
11;VINASSAN;3.06667;43.2
11;DAVEJEAN;2.61667;42.9667
11;MAISONS;2.63333;42.9333
11;MOUTHOUMET;2.53333;42.9667
11;SAINT-JULIA-DE-BEC;2.25;42.8667
11;SOUPEX;1.9;43.3833
11;VERZEILLE;2.33333;43.1167
11;LADERN-SUR-LAUQUET;2.35;43.1167
11;RAISSAC-SUR-LAMPY;2.16667;43.2833
11;VILLASAVARY;2.03333;43.2167
11;ARZENS;2.21667;43.2
11;LES BRUNELS;2.05;43.4
11;RICAUD;1.9;43.35
11;MAS-SAINTES-PUELLES;1.88333;43.3167
11;SALLELES-D'AUDE;2.95;43.2667
11;MOLLEVILLE;1.83333;43.3167
11;TOUROUZELLE;2.73333;43.25
11;FAJAC-EN-VAL;2.45;43.1167
11;GENERVILLE;1.93333;43.2167
11;SAINT-MARTIN-LYS;2.23333;42.8333
11;PEZENS;2.28333;43.25
11;VILLAUTOU;1.83333;43.15
11;PLAVILLA;1.93333;43.15
11;FONTERS-DU-RAZES;1.93333;43.2333
11;MONTJARDIN;2.03333;42.9667
11;MAZUBY;2.03333;42.8
11;PALAIRAC;2.66667;42.95
11;BRUGAIROLLES;2.15;43.1167
11;VIGNEVIEILLE;2.53333;43
11;LOUPIA;2.1;43.0667
11;DERNACUEILLETTE;2.6;42.9333
11;PEYRIAC-MINERVOIS;2.56667;43.3
11;BRENAC;2.15;42.8833
11;BELVIS;2.08333;42.85
11;CAILLA;2.2;42.8167
11;TREILLES;2.95;42.9167
11;NIORT-DE-SAULT;2;42.8
11;THEZAN-DES-CORBIERES;2.77111;43.1037
11;MONTFORT-SUR-BOULZANE;2.3;42.75
11;MONTBRUN-DES-CORBIERES;2.68333;43.2
11;RIVEL;1.98333;42.95
11;SAINT-FERRIOL;2.21667;42.9
11;AIROUX;1.86667;43.3667
11;SAINTE-COLOMBE-SUR-GUETTE;2.23333;42.75
11;CASTELNAUDARY;1.95;43.3167
11;TRASSANEL;2.43333;43.35
11;MONTAURIOL;1.83556;43.2778
11;RAISSAC-D'AUDE;2.88333;43.2333
11;TREVILLE;1.95;43.3833
11;SOULATGE;2.5;42.8833
11;SAINTE-CAMELLE;1.8;43.2667
11;LUC-SUR-ORBIEU;2.78333;43.1833
11;VILLALIER;2.41667;43.25
11;CUMIES;1.85;43.3
11;LAFAGE;1.86667;43.175
11;VILLANIERE;2.38333;43.35
11;LABASTIDE-D'ANJOU;1.86667;43.3333
11;MIREPEISSET;2.9;43.2833
11;CAUNETTES-EN-VAL;2.55;43.0667
11;JOUCOU;2.08333;42.8333
11;TOURNISSAN;2.66667;43.0833
11;CASTELNAU-D'AUDE;2.68333;43.2333
11;GUEYTES-ET-LABASTIDE;2;43.0667
11;MOLANDIER;1.73333;43.25
11;SAINTE-COLOMBE-SUR-L'HERS;1.96667;42.95
11;VILLENEUVE-MINERVOIS;2.46667;43.3167
11;VILLENEUVE-LES-CORBIERES;2.76667;42.9667
11;GINOLES;2.15;42.8667
11;PUIVERT;2.05;42.9333
11;MONZE;2.46667;43.15
11;LA FAJOLLE;1.96667;42.7667
11;FAJAC-LA-RELENQUE;1.71667;43.2833
11;LA COURTETE;2.03333;43.15
11;CAUX-ET-SAUZENS;2.25;43.2333
11;LIMOUX;2.23333;43.0667
11;VILLARDEBELLE;2.4;43.0167
11;ROQUEFORT-DES-CORBIERES;2.95;43
11;MAYREVILLE;1.85;43.2333
11;FEUILLA;2.91667;42.9333
11;COMIGNE;2.58333;43.1667
11;SAINT-MARTIN-DE-VILLEREGLAN;2.21667;43.1
11;MAGRIE;2.2;43.0333
11;TERROLES;2.33834;42.985
11;PAULIGNE;2.15;43.0667
11;MALRAS;2.16667;43.0667
11;TERMES;2.56667;43
11;SALZA;2.5;42.9833
11;GINCLA;2.33333;42.7667
11;BELVIANES-ET-CAVIRAC;2.2;42.85
11;ROQUETAILLADE;2.2;43
11;MASSAC;2.58333;42.9167
11;ESPEZEL;2.01667;42.8167
11;GALINAGUES;2.05;42.8167
11;VILLEROUGE-TERMENES;2.63333;43
11;PREIXAN;2.3;43.15
11;ARGENS-MINERVOIS;2.76556;43.2423
11;FOURNES-CABARDES;2.4;43.35
11;GOURVIEILLE;1.78333;43.3333
11;SAINT-PAPOUL;2.03333;43.3333
11;HOUNOUX;2;43.1167
11;BELVEZE-DU-RAZES;2.1;43.1333
11;SAINT-FRICHOUX;2.55;43.25
11;ESCUEILLENS-ET-SAINT-JUST-DE-BELENGARD;2;43.1
11;ANTUGNAC;2.23333;42.95
11;VILLESISCLE;2.11667;43.2333
11;SERRES;2.31667;42.95
11;LIGNAIROLLES;1.98333;43.1
11;VENTENAC-EN-MINERVOIS;2.85945;43.2487
11;RENNES-LES-BAINS;2.31667;42.9167
11;VILLEGLY;2.45;43.2833
11;AZILLE;2.66667;43.2833
11;MONTGAILLARD;2.63333;42.9167
11;CAVES;2.98333;42.9333
11;SAINT-COUAT-D'AUDE;2.63333;43.2
11;COUSTAUSSA;2.28333;42.95
11;ROULLENS;2.28333;43.1667
11;ORSANS;1.96667;43.15
11;BARBAIRA;2.51667;43.1833
11;TREZIERS;1.95;43.05
11;MEZERVILLE;1.8;43.2667
11;COURTAULY;2.03333;43.0333
11;PRADELLES-EN-VAL;2.51667;43.15
11;GARDIE;2.31667;43.0667
11;LA LOUVIERE-LAURAGAIS;1.75;43.2667
11;SAINT-JUST-ET-LE-BEZU;2.26667;42.8833
11;MIREVAL-LAURAGAIS;1.96667;43.25
11;CUXAC-CABARDES;2.3;43.3667
11;LA POMAREDE;1.95;43.4
11;ALAIRAC;2.25;43.1833
11;CAZILHAC;2.36361;43.1831
11;PUICHERIC;2.63333;43.2333
11;MARQUEIN;1.71667;43.3
11;NARBONNE;3;43.1833
11;ROUVENAC;2.15;42.9333
