département;Ville;longitude;Latitude
57;VIONVILLE;5.95;49.0833
57;AUBE;6.33333;49.0333
57;VANTOUX;6.23333;49.1333
57;ENCHENBERG;7.33333;49.0167
57;SAINT-JEAN-DE-BASSEL;6.98333;48.8
57;ENTRANGE;6.1;49.4167
57;METZ;6.16667;49.1333
57;RUSSANGE;5.95;49.4833
57;CHAILLY-LES-ENNERY;6.23333;49.2
57;LINDRE-BASSE;6.75;48.8
57;MAIZEROY;6.4;49.0833
57;BLANCHE-EGLISE;6.66667;48.8
57;GUEBESTROFF;6.71667;48.8333
57;VESCHEIM;7.23333;48.8
57;THICOURT;6.55;48.9833
57;WINTERSBOURG;7.18333;48.7833
57;OBERSTINZEL;7.03333;48.8
57;DIFFEMBACH-LES-HELLIMER;6.83333;49
57;MONTOY-FLANVILLE;6.28084;49.1214
57;NOVEANT-SUR-MOSELLE;6.05;49.0333
57;HILBESHEIM;7.1;48.7667
57;POUILLY;6.18333;49.05
57;SILLEGNY;6.16667;48.9833
57;LUCY;6.46667;48.95
57;SANRY-SUR-NIED;6.35;49.05
57;ARRY;6.06667;49
57;GUEBLING;6.73333;48.8667
57;JUVILLE;6.35;48.9333
57;VAXY;6.53333;48.85
57;PUZIEUX;6.36667;48.9
57;ALAINCOURT-LA-COTE;6.35;48.9
57;CONTHIL;6.65;48.9
57;HOMBOURG-HAUT;6.76667;49.1333
57;ANGEVILLERS;6.03333;49.3833
57;FRAUENBERG;7.13333;49.1333
57;VECKRING;6.38333;49.3333
57;RHODES;6.9;48.75
57;GORZE;6;49.05
57;KLANG;6.37084;49.3187
57;VERGAVILLE;6.73333;48.8333
57;MAIZERY;6.33333;49.1
57;JOUY-AUX-ARCHES;6.08333;49.0667
57;HARREBERG;7.16667;48.6667
57;REDANGE;5.91667;49.4833
57;HOMMERT;7.18333;48.6833
57;CLOUANGE;6.1;49.2667
57;FREMERY;6.46667;48.9167
57;SECOURT;6.28333;48.95
57;VOELFLING-LES-BOUZONVILLE;6.6;49.3
57;HAYANGE;6.05;49.3333
57;OMMERAY;6.68333;48.7167
57;HEMING;6.95;48.7
57;LAGARDE;6.7;48.7
57;REMELING;6.48333;49.4
57;LES ETANGS;6.38333;49.15
57;TALANGE;6.18333;49.25
57;SILLY-SUR-NIED;6.36667;49.1167
57;CHENOIS;6.5;48.9667
57;LORQUIN;7;48.6667
57;BERG-SUR-MOSELLE;6.31667;49.4333
57;FAMECK;6.11667;49.3
57;REMELFING;7.08333;49.1
57;AVRICOURT;6.8;48.65
57;MARANGE-ZONDRANGE;6.53333;49.1167
57;ARRIANCE;6.5;49.0167
57;ACHEN;7.18333;49.05
57;SCHWEYEN;7.4;49.1667
57;HOLVING;6.95;49
57;PETITE-ROSSELLE;6.83333;49.2
57;TARQUIMPOL;6.75;48.7833
57;RICHE;6.61667;48.8833
57;HAMBACH;7.03333;49.0667
57;LESSY;6.1;49.1167
57;FAILLY;6.26667;49.15
57;DIANE-CAPELLE;6.93333;48.7333
57;ALTVILLER;6.73333;49.0833
57;CONDE-NORTHEN;6.43333;49.1667
57;ROUHLING;7;49.1333
57;ARS-SUR-MOSELLE;6.06667;49.0833
57;HINCKANGE;6.45;49.1833
57;FENETRANGE;7.01667;48.85
57;HANGVILLER;7.23333;48.8167
57;BASSE-HAM;6.25;49.3833
57;OBERVISSE;6.58333;49.15
57;FLETRANGE;6.56667;49.0667
57;VALMUNSTER;6.5;49.25
57;MONDORFF;6.27112;49.5034
57;LOMMERANGE;5.96667;49.3333
57;ERSTROFF;6.76667;48.9833
57;BOUST;6.18333;49.4333
57;HONSKIRCH;6.98333;48.9333
57;HAVANGE;6;49.3833
57;RAVILLE;6.48333;49.0833
57;FOVILLE;6.33333;48.9167
57;GUENANGE;6.18333;49.3
57;HOMBOURG-BUDANGE;6.33333;49.3
57;PANGE;6.36667;49.0833
57;OUDRENNE;6.31667;49.3833
57;LANGATTE;6.98333;48.75
57;DIEBLING;6.93333;49.1167
57;NEBING;6.81667;48.9
57;BOUSSE;6.2;49.2833
57;LAMBACH;7.36667;49.0333
57;FONTOY;6;49.35
57;SARREINSMING;7.1;49.0833
57;OGY;6.31667;49.1
57;FREMESTROFF;6.78333;49.0167
57;BLIESBRUCK;7.18333;49.1167
57;THIONVILLE;6.16667;49.3667
57;SAILLY-ACHATEL;6.29862;48.9387
57;TETING-SUR-NIED;6.66667;49.05
57;SAINT-LOUIS-LES-BITCHE;7.35;48.9833
57;ERNESTVILLER;6.96667;49.0667
57;SARREBOURG;7.05;48.7333
57;OBRECK;6.58333;48.85
57;NEUFMOULINS;6.96667;48.6833
57;MONCOURT;6.63333;48.7167
57;HARAUCOURT-SUR-SEILLE;6.6;48.8
57;GUINGLANGE;6.51667;49.0667
57;BOURSCHEID;7.18333;48.7667
57;EGUELSHARDT;7.5;49.0167
57;FLASTROFF;6.53333;49.3667
57;LANGUIMBERG;6.86667;48.75
57;RENING;6.85;48.95
57;TINCRY;6.41667;48.9
57;HAGEN;6.16667;49.5
57;BELLES-FORETS;6.89223;48.8056
57;SOLGNE;6.3;48.9667
57;BECHY;6.38333;48.9833
57;BURTONCOURT;6.41667;49.2167
57;SCY-CHAZELLES;6.11667;49.1167
57;INGLANGE;6.3;49.35
57;GRENING;6.85;48.9667
57;EBERSVILLER;6.4;49.2833
57;GRINDORFF-BIZING;6.51667;49.3833
57;HERMELANGE;7.01667;48.6833
57;GUENVILLER;6.8;49.1
57;RECHICOURT-LE-CHATEAU;6.85;48.6667
57;DONNELAY;6.68333;48.75
57;NIDERHOFF;7.01667;48.6333
57;LONGEVILLE-LES-METZ;6.13333;49.1167
57;JALLAUCOURT;6.4;48.8333
57;MAXSTADT;6.8;49.05
57;HENRIVILLE;6.85;49.1
57;MALAUCOURT-SUR-SEILLE;6.36667;48.8333
57;SEINGBOUSE;6.83333;49.1167
57;BETTVILLER;7.28333;49.0833
57;SOTZELING;6.63333;48.8667
57;ETZLING;6.96667;49.1833
57;ZOMMANGE;6.8;48.8167
57;BRULANGE;6.55;48.9667
57;COIN-SUR-SEILLE;6.16667;49
57;HOTTVILLER;7.36667;49.0667
57;COINCY;6.28333;49.1
57;SAINT-JEAN-ROHRBACH;6.88333;49.0333
57;ADELANGE;6.61667;49
57;DIESEN;6.66667;49.1833
57;ROCHONVILLERS;6.01667;49.4167
57;COIN-LES-CUVRY;6.15;49.0333
57;MOYENVIC;6.55;48.7833
57;NEUFVILLAGE;6.78333;48.9333
57;GUERSTLING;6.58333;49.3333
57;FILSTROFF;6.55;49.3167
57;AUMETZ;5.93333;49.4167
57;HAGONDANGE;6.16667;49.25
57;ORMERSVILLER;7.33333;49.1333
57;RURANGE-LES-THIONVILLE;6.23333;49.2833
57;ASSENONCOURT;6.8;48.7667
57;CHICOURT;6.5;48.9167
57;RUSTROFF;6.36667;49.4333
57;CHATEAU-ROUGE;6.6;49.2833
57;GLATIGNY;6.33333;49.15
57;SPICHEREN;6.96667;49.2
57;ACHAIN;6.58333;48.9167
57;MEISENTHAL;7.35;48.9667
57;APACH;6.36667;49.45
57;BETTANGE;6.48333;49.2333
57;LAQUENEXY;6.31667;49.0833
57;TERVILLE;6.15;49.35
57;MENSKIRCH;6.41667;49.3167
57;DALEM;6.6;49.2333
57;KEMPLICH;6.4;49.3333
57;WUISSE;6.65;48.85
57;PUTTELANGE-AUX-LACS;6.93084;49.0525
57;AZOUDANGE;6.81667;48.7333
57;FLEVY;6.25;49.2333
57;BERMERING;6.7;48.9333
57;MEGANGE;6.43333;49.2167
57;HUNDLING;6.98333;49.1
57;MOYEUVRE-GRANDE;6.03333;49.25
57;BANNAY;6.46667;49.1333
57;LIXING-LES-ROUHLING;7;49.15
57;LUTZELBOURG;7.25;48.7333
57;CHATEAU-BREHAIN;6.51667;48.9
57;MUNSTER;6.9;48.9167
57;BACOURT;6.41667;48.9333
57;CARLING;6.71667;49.1667
57;POSTROFF;7.08333;48.85
57;FAULQUEMONT;6.6;49.05
57;GARREBOURG;7.23333;48.7167
57;FARSCHVILLER;6.9;49.1
57;LANEUVEVILLE-LES-LORQUIN;7;48.65
57;DIEUZE;6.71667;48.8167
57;BETTING;6.81667;49.1167
57;LIEDERSCHIEDT;7.5;49.1167
57;HATTIGNY;6.96667;48.6333
57;LIOCOURT;6.35;48.9
57;HAN-SUR-NIED;6.43333;48.9833
57;FOLKLING;6.9;49.15
57;REMELFANG;6.51667;49.2667
57;MITTELBRONN;7.21667;48.7667
57;PHILIPPSBOURG;7.56667;48.9833
57;CAPPEL;6.85;49.0667
57;NOISSEVILLE;6.28333;49.1333
57;NORROY-LE-VENEUR;6.1;49.1833
57;VITTONCOURT;6.43333;49.0167
57;GROSBLIEDERSTROFF;7.01667;49.15
57;HERANGE;7.16667;48.7667
57;WALSCHBRONN;7.48333;49.15
57;DESTRY;6.58333;48.95
57;LANING;6.76667;49.0333
57;GOMELANGE;6.46667;49.25
57;BOUSSEVILLER;7.46667;49.1167
57;BROUDERDORFF;7.1;48.7
57;HELSTROFF;6.48333;49.15
57;KIRSCHNAUMEN;6.43333;49.4
57;ROUPELDANGE;6.46667;49.2
57;BOURDONNAY;6.71667;48.7167
57;CHIEULLES;6.23333;49.1667
57;COURCELLES-CHAUSSY;6.4;49.1167
57;REMERING;6.62862;49.2648
57;MALROY;6.2;49.1833
57;SALONNES;6.5;48.7833
57;MOUTERHOUSE;7.45;48.9833
57;BITCHE;7.43333;49.05
57;EINCHEVILLE;6.6;48.9833
57;VALMONT;6.7;49.0833
57;BISTROFF;6.71667;49
57;AUGNY;6.11667;49.0667
57;NOUSSEVILLER-SAINT-NABOR;6.96667;49.1167
57;MAIZIERES-LES-METZ;6.15;49.2167
57;CHATEAU-VOUE;6.61667;48.85
57;RICHELING;6.96667;49.0333
57;LANEUVEVILLE-EN-SAULNOIS;6.43333;48.8667
57;LEMONCOURT;6.4;48.8667
57;BETTBORN;7.01667;48.8
57;ERCHING;7.26667;49.1167
57;LUBECOURT;6.51667;48.85
57;FREYBOUSE;6.76667;49
57;LOUPERSHOUSE;6.91667;49.0833
57;MANY;6.51667;49
57;MOUSSEY;6.78251;48.6737
57;REYERSVILLER;7.4;49.0333
57;VANY;6.25;49.15
57;RAHLING;7.21667;48.9833
57;LOSTROFF;6.85;48.85
57;HOMMARTING;7.15;48.7333
57;MITTERSHEIM;6.93333;48.8667
57;DORNOT;6.05;49.05
57;DOMNOM-LES-DIEUZE;6.82251;48.8606
57;LONGEVILLE-LES-SAINT-AVOLD;6.63333;49.1167
57;BIONVILLE-SUR-NIED;6.48333;49.1
57;GUERTING;6.61667;49.1833
57;ROSBRUCK;6.85;49.1667
57;WOUSTVILLER;7.01667;49.0667
57;BENING-LES-SAINT-AVOLD;6.83333;49.1333
57;HARPRICH;6.65;48.9667
57;CHESNY;6.25;49.05
57;LAUDREFANG;6.63333;49.0833
57;VASPERVILLER;7.06667;48.6333
57;FLEISHEIM;7.16667;48.7833
57;SAINT-MEDARD;6.63333;48.8167
57;VARSBERG;6.63333;49.1667
57;VIEUX-LIXHEIM;7.13333;48.7833
57;VERNY;6.2;49.0167
57;ALBESTROFF;6.85;48.9333
57;SCHORBACH;7.41667;49.0833
57;XANREY;6.56667;48.75
57;CHEMINOT;6.13333;48.9333
57;VIBERSVILLER;6.93333;48.9167
57;OTTANGE;6.03333;49.4333
57;STUCKANGE;6.23333;49.3333
57;FONTENY;6.46667;48.8833
57;SAINT-GEORGES;6.93333;48.6667
57;ZILLING;7.21667;48.7833
57;SCHALBACH;7.18333;48.8167
57;PUTTIGNY;6.55;48.85
57;BAUDRECOURT;6.45;48.9667
57;DOLVING;7.01667;48.7667
57;SAINTE-BARBE;6.30167;49.1589
57;ROMBAS;6.08333;49.25
57;SANRY-LES-VIGY;6.28333;49.1833
57;HEMILLY;6.5;49.0667
57;COUME;6.56667;49.2
57;ASPACH;6.96667;48.65
57;FAREBERSVILLER;6.85;49.1167
57;VAHL-LES-FAULQUEMONT;6.61667;49.0333
57;SAINT-AVOLD;6.7;49.1
57;VILLERS-SUR-NIED;6.53333;48.9167
57;ALTRIPPE;6.81667;49.0333
57;BUHL-LORRAINE;7.08333;48.7167
57;BICKENHOLTZ;7.16667;48.8
57;MONNEREN;6.4;49.35
57;REZONVILLE;6;49.1
57;MARSAL;6.6;48.8
57;LELLING;6.71667;49.05
57;ZETTING;7.13028;49.0806
57;GELUCOURT;6.71667;48.7667
57;CUVRY;6.16667;49.0333
57;RORBACH-LES-DIEUZE;6.83333;48.8333
57;VATIMONT;6.46667;48.9833
57;VALMESTROFF;6.26667;49.3667
57;WALSCHEID;7.15;48.65
57;WALTEMBOURG;7.2;48.75
57;KEDANGE-SUR-CANNER;6.33333;49.3167
57;VOIMHAUT;6.41667;49.0167
57;BREIDENBACH;7.41667;49.1333
57;NIEDERVISSE;6.56667;49.1667
57;NILVANGE;6.05;49.35
57;INSMING;6.86667;48.95
57;SILLY-EN-SAULNOIS;6.28333;48.9833
57;ROPPEVILLER;7.5;49.1
57;VIRMING;6.73333;48.9333
57;RETONFEY;6.3;49.1333
57;HAM-SOUS-VARSBERG;6.63333;49.1833
57;BINING;7.25;49.0333
57;COLLIGNY;6.33333;49.1
57;SAINT-EPVRE;6.45;48.9667
57;PLAPPEVILLE;6.11667;49.1333
57;SERVIGNY-LES-RAVILLE;6.45;49.0833
57;LEMBERG;7.38333;49
57;ANCERVILLE;6.38333;49.0333
57;BEZANGE-LA-PETITE;6.61667;48.7333
57;HETTANGE-GRANDE;6.15;49.4
57;TURQUESTEIN-BLANCRUPT;7.0964;48.5695
57;HELLERING-LES-FENETRANGE;7.06667;48.8167
57;SARREGUEMINES;7.05;49.1
57;KERLING-LES-SIERCK;6.35;49.4
57;HAMPONT;6.58333;48.8333
57;DANNELBOURG;7.23333;48.7333
57;VERNEVILLE;6;49.15
57;FRAQUELFING;6.98333;48.6333
57;VILSBERG;7.25;48.7833
57;LAFRIMBOLLE;7.01667;48.6
57;ABONCOURT;6.35;49.2667
57;BREISTROFF-LA-GRANDE;6.21667;49.45
57;VIVIERS;6.43333;48.8833
57;HERTZING;6.95;48.6833
57;VELVING;6.53333;49.2333
57;BERTRANGE;6.18333;49.3
57;CHAMBREY;6.46667;48.7833
57;LANDROFF;6.61667;48.9667
57;FRESNES-EN-SAULNOIS;6.43333;48.8333
57;MAINVILLERS;6.53333;49.0167
57;NEUFGRANGE;7.06667;49.0667
57;GOETZENBRUCK;7.38333;48.9833
57;SARRALBE;7.01667;49
57;RICHEMONT;6.16667;49.2833
57;ELVANGE;6.55;49.0667
57;HABOUDANGE;6.61667;48.8833
57;HESSE;7.05;48.7
57;LEYVILLER;6.83333;49.0333
57;DABO;7.23333;48.65
57;GANDRANGE;6.13333;49.2667
57;HASELBOURG;7.2;48.6833
57;MOYEUVRE-PETITE;6.01667;49.2667
57;METAIRIES-SAINT-QUIRIN;7.03333;48.6333
57;EPPING;7.31695;49.112
57;PAGNY-LES-GOIN;6.21667;48.9667
57;GRUNDVILLER;6.96667;49.05
57;BERIG-VINTRANGE;6.7;48.9667
57;STURZELBRONN;7.58333;49.05
57;GROSTENQUIN;6.73333;48.9833
57;FOULIGNY;6.5;49.1
57;HAZEMBOURG;6.93333;48.9667
57;BIDING;6.78333;49.05
57;DALSTEIN;6.4;49.3
57;LIXING-LES-SAINT-AVOLD;6.75;49.0333
57;LOUVIGNY;6.18333;48.9667
57;CREHANGE;6.58333;49.05
57;KALHAUSEN;7.15;49.0167
57;SORBEY;6.31667;49.05
57;SAINT-JURE;6.21667;48.9333
57;HERNY;6.48333;49
57;XOCOURT;6.38333;48.9
57;LINDRE-HAUTE;6.75;48.8167
57;VITTERSBOURG;6.93333;48.95
57;FREISTROFF;6.48333;49.2833
57;AUDUN-LE-TICHE;5.95;49.4667
57;MARIEULLES;6.1;49
57;BUDING;6.31667;49.3333
57;TORCHEVILLE;6.85;48.9
57;CRAINCOURT;6.31667;48.8833
57;PREVOCOURT;6.43333;48.9167
57;SEMECOURT;6.13333;49.1833
57;DESSELING;6.83333;48.7833
57;MULCEY;6.66667;48.8
57;REDING;7.1;48.75
57;MARANGE-SILVANGE;6.1;49.2167
57;POMMERIEUX;6.16667;49
57;CHERISEY;6.23333;49.0167
57;METZERESCHE;6.31667;49.3
57;BIDESTROFF;6.78333;48.85
57;LHOR;6.86667;48.8833
57;GUNTZVILLER;7.16667;48.7167
57;DALHAIN;6.55;48.8833
57;GUEBLANGE-LES-DIEUZE;6.7;48.7667
57;SIERCK-LES-BAINS;6.35;49.4333
57;VANNECOURT;6.55;48.8833
57;FIXEM;6.26667;49.4333
57;MERTEN;6.66667;49.25
57;DISTROFF;6.26667;49.3333
57;ORIOCOURT;6.41667;48.8667
57;METTING;7.21667;48.8167
57;VOLMERANGE-LES-MINES;6.08333;49.45
57;TREMERY;6.25;49.25
57;LEMUD;6.36667;49.0333
57;KNUTANGE;6.03333;49.3333
57;ANZELING;6.46667;49.2667
57;ABRESCHVILLER;7.1;48.6333
57;THONVILLE;6.56667;48.9833
57;VOLMERANGE-LES-BOULAY;6.45;49.1667
57;PIBLANGE;6.41667;49.25
57;SAINTE-MARIE-AUX-CHENES;6;49.2
57;IMLING;7.01667;48.7167
57;ESCHERANGE;6.06667;49.4167
57;BOUCHEPORN;6.6;49.15
57;HOLLING;6.5;49.2667
57;HAYES;6.36667;49.1667
57;ANCY-SUR-MOSELLE;6.06667;49.05
57;OETING;6.91667;49.1667
57;THEDING;6.9;49.1333
57;BASSE-RENTGEN;6.2;49.4833
57;KIRSCH-LES-SIERCK;6.4;49.45
57;LOUDREFING;6.86667;48.85
57;MONTIGNY-LES-METZ;6.15;49.1
57;LORRY-LES-METZ;6.1214;49.1417
57;GUINKIRCHEN;6.45;49.2
57;FOLSCHVILLER;6.68333;49.0667
57;FLEURY;6.2;49.0333
57;VAUX;6.08028;49.0934
57;CORNY-SUR-MOSELLE;6.06667;49.0333
57;NIEDERSTINZEL;7.03333;48.8667
57;LORRY-MARDIGNY;6.08333;48.9833
57;MARSILLY;6.3;49.1
57;HALSTROFF;6.48333;49.4
57;ALGRANGE;6.05;49.35
57;LACHAMBRE;6.75;49.0833
57;GRAVELOTTE;6.01667;49.1167
57;KANFEN;6.1;49.4333
57;CONTZ-LES-BAINS;6.35;49.45
57;FALCK;6.63333;49.2333
57;CHATEL-SAINT-GERMAIN;6.08333;49.1167
57;HUNTING;6.33333;49.4167
57;SAINT-JULIEN-LES-METZ;6.2;49.1333
57;VIGY;6.3;49.2
57;HASPELSCHIEDT;7.48333;49.0833
57;BARONVILLE;6.6;48.9333
57;EBLANGE;6.48333;49.2167
57;CREUTZWALD;6.69584;49.2053
57;HOSTE;6.88389;49.0689
57;GUESSLING-HEMERING;6.65;49.0333
57;SCHMITTVILLER;7.18333;49
57;VAHL-EBERSING;6.75;49.05
57;NEUFCHEF;6.01667;49.3167
57;VULMONT;6.3;48.9167
57;THIMONVILLE;6.4;48.95
57;VAUDRECHING;6.53333;49.2833
57;LUTTANGE;6.31667;49.2667
58;CHAUMARD;3.91667;47.1333
58;LA MACHINE;3.46667;46.8833
58;SAINT-SAULGE;3.5;47.1
58;VITRY-LACHE;3.56667;47.2
58;LA CELLE-SUR-NIEVRE;3.21667;47.2
58;COULOUTRE;3.23333;47.4
58;MONT-ET-MARRE;3.63333;47.0833
58;FLEZ-CUZY;3.62306;47.3634
58;BICHES;3.65;47
58;CIEZ;3.16667;47.4333
58;LAROCHEMILLAY;4;46.8833
58;MAGNY-COURS;3.15;46.8833
58;ARLEUF;4.01667;47.05
58;DIENNES-AUBIGNY;3.58333;46.9167
58;LA NOCLE-MAULAIX;3.78333;46.7667
58;MARIGNY-L'EGLISE;3.93333;47.3667
58;BALLERAY;3.28333;47.0833
58;MARCY;3.40834;47.32
58;SAINT-PIERRE-DU-MONT;3.43333;47.4
58;MONTARON;3.75;46.8833
58;CHATEAU-CHINON (CAMPAGNE);3.93389;47.0642
58;SUILLY-LA-TOUR;3.06667;47.35
58;SAINT-PARIZE-EN-VIRY;3.38333;46.75
58;SAINT-PIERRE-LE-MOUTIER;3.11667;46.8
58;COURCELLES;3.40028;47.4028
58;SAINT-AGNAN;4.095;47.3181
58;DIROL;3.65;47.3167
58;VIELMANAY;3.11667;47.2667
58;LA COLLANCELLE;3.65;47.1833
58;LORMES;3.81667;47.2833
58;SAINT-MALO-EN-DONZIOIS;3.26667;47.3167
58;ANLEZY;3.5;46.9667
58;FRASNAY-REUGNY;3.51667;47
58;OUDAN;3.35;47.35
58;GUIPY;3.58333;47.2333
58;GIRY;3.36667;47.2167
58;GOULOUX;4.08333;47.25
58;LA CELLE-SUR-LOIRE;2.93333;47.4667
58;CHITRY-LES-MINES;3.65;47.25
58;CHALLEMENT;3.58333;47.3167
58;SAINT-BENIN-DES-BOIS;3.41667;47.1167
58;NANNAY;3.2;47.2667
58;SAINT-MARTIN-DU-PUY;3.86667;47.3333
58;MARZY;3.1;46.9833
58;SAINTE-MARIE;3.43333;47.1167
58;OUGNY;3.71667;47.0667
58;RIX;3.5;47.4333
58;DOMPIERRE-SUR-NIEVRE;3.25;47.2333
58;CESSY-LES-BOIS;3.2;47.3333
58;ACHUN;3.66667;47.1167
58;SAINT-SEINE;3.83333;46.7333
58;SAINT-MAURICE;3.56889;47.1064
58;TAMNAY-EN-BAZOIS;3.71667;47.05
58;TRONSANGES;3.05;47.1167
58;SAIZY;3.7;47.35
58;FOURS;3.71667;46.8167
58;DORNES;3.35;46.7167
58;TOURY-LURCY;3.41667;46.7333
58;AVRIL-SUR-LOIRE;3.36667;46.8167
58;CUNCY-LES-VARZY;3.46667;47.3667
58;SAINT-MARTIN-D'HEUILLE;3.21667;47.05
58;CRUX-LA-VILLE;3.51667;47.1667
58;SAINT-MARTIN-SUR-NOHAIN;2.98333;47.3667
58;POUGNY;3;47.3833
58;IMPHY;3.25;46.9333
58;CHIDDES;3.94056;46.8612
58;LUCENAY-LES-AIX;3.46667;46.7
58;CHEVENON;3.21667;46.9167
58;THIANGES;3.5;46.9167
58;CHATEAU-CHINON (VILLE);3.93305;47.0653
58;MOISSY-MOULINOT;3.7;47.3167
58;ALLUY;3.63333;47.0333
58;SAINT-ANDRE-EN-MORVAN;3.85;47.4
58;MARS-SUR-ALLIER;3.08333;46.8667
58;MOURON-SUR-YONNE;3.73333;47.1833
58;VANDENESSE;3.76667;46.9167
58;PERROY;3.16667;47.4
58;TAZILLY;3.91667;46.7667
58;BOUHY;3.16667;47.4833
58;NARCY;3.06667;47.2333
58;MARIGNY-SUR-YONNE;3.65;47.2667
58;SAINT-LEGER-DES-VIGNES;3.45;46.8333
58;BUSSY-LA-PESLE;3.46667;47.2667
58;CHALAUX;3.91667;47.3333
58;GARCHY;3.06667;47.2667
58;NEUVILLE-LES-DECIZE;3.31667;46.7667
58;BLISMES;3.81667;47.1167
58;SAINT-AUBIN-LES-FORGES;3.2;47.15
58;TERNANT;3.83889;46.7503
58;SAINT-QUENTIN-SUR-NOHAIN;3.01667;47.35
58;VERNEUIL;3.55;46.8667
58;MONTIGNY-EN-MORVAN;3.85;47.1333
58;REMILLY;3.81667;46.8167
58;MAUX;3.78333;47.05
58;MESVES-SUR-LOIRE;3;47.25
58;CHEVANNES-CHANGY;3.4525;47.2895
58;CERCY-LA-TOUR;3.65;46.8667
58;ANTHIEN;3.73333;47.3
58;BRINON-SUR-BEUVRON;3.5;47.2833
58;SAINT-HILAIRE-EN-MORVAN;3.88333;47.0833
58;NEUILLY;3.5;47.2333
58;CERVON;3.75;47.2333
58;SARDY-LES-EPIRY;3.7;47.1833
58;MONTSAUCHE-LES-SETTONS;4.02584;47.215
58;DUN-SUR-GRANDRY;3.8;47.0833
58;PARIGNY-LES-VAUX;3.15;47.0833
58;THAIX;3.71667;46.85
58;BILLY-CHEVANNES;3.45;47.0167
58;FLEURY-SUR-LOIRE;3.31667;46.8333
58;MORACHES;3.55;47.2833
58;TRESNAY;3.18333;46.7
58;MHERE;3.85;47.2
58;LIVRY;3.08333;46.7833
58;ALLIGNY-COSNE;3.06667;47.45
58;CHANTENAY-SAINT-IMBERT;3.18333;46.7333
58;AUTHIOU;3.41667;47.2667
58;SAINT-LAURENT-L'ABBAYE;2.99167;47.3417
58;ARZEMBOUY;3.36667;47.25
58;DOMPIERRE-SUR-HERY;3.56667;47.2667
58;BEAUMONT-LA-FERRIERE;3.21667;47.1833
58;ASNAN;3.55;47.3167
58;DOMMARTIN;3.85;47.0667
58;SAINT-PEREUSE;3.8;47.0667
58;LAVAULT-DE-FRETOY;4.01667;47.1
58;GERMIGNY-SUR-LOIRE;3.03778;47.0812
58;AVREE;3.86667;46.8167
58;DRUY-PARIGNY;3.36667;46.8667
58;URZY;3.2;47.05
58;DECIZE;3.46667;46.8333
58;BAZOLLES;3.6;47.1333
58;MOUSSY;3.45;47.1833
58;CHOUGNY;3.76667;47.0833
58;SAINT-PARIZE-LE-CHATEL;3.18333;46.85
58;SAINT-BRISSON;4.08333;47.2667
58;TRUCY-L'ORGUEILLEUX;3.41667;47.45
58;SAINT-GERMAIN-CHASSENAY;3.38333;46.7833
58;POIL;4.06667;46.8667
58;CHATILLON-EN-BAZOIS;3.66667;47.05
58;CLAMECY;3.51667;47.45
58;GACOGNE;3.86667;47.2333
58;TACONNAY;3.48333;47.3
58;GLUX-EN-GLENNE;4.03084;46.9564
58;OISY;3.45;47.4667
58;SAINT-AMAND-EN-PUISAYE;3.06667;47.5167
58;CHAMPALLEMENT;3.48333;47.2333
58;JAILLY;3.47806;47.0962
58;CHAMPVOUX;3.08333;47.1333
58;GARCHIZY;3.1;47.05
58;LANTY;3.85;46.8167
58;MOUX-EN-MORVAN;4.15306;47.1714
58;MONTAMBERT;3.67695;46.7703
58;MONTAPAS;3.58333;47.0833
58;ALLIGNY-EN-MORVAN;4.16667;47.2
58;SAINT-LEGER-DE-FOUGERET;3.9;47.0167
58;NEUFFONTAINES;3.75;47.3667
58;BEARD;3.33333;46.8667
58;COSNE-COURS-SUR-LOIRE;2.9275;47.4122
58;SAINT-HONORE-LES-BAINS;3.84111;46.9067
58;ARBOURSE;3.23333;47.25
58;ISENAY;3.70473;46.9017
58;DAMPIERRE-SOUS-BOUHY;3.13333;47.5
58;EMPURY;3.81667;47.35
58;COSSAYE;3.46667;46.75
58;ANNAY;2.93333;47.5333
58;DONZY;3.12389;47.3706
58;MYENNES;2.93333;47.45
58;LURCY-LE-BOURG;3.38333;47.1667
58;SAINT-AUBIN-DES-CHAUMES;3.76667;47.3833
58;PARIGNY-LA-ROSE;3.43333;47.3333
58;METZ-LE-COMTE;3.63333;47.4
58;NEUVY-SUR-LOIRE;2.88333;47.5167
58;MONTIGNY-SUR-CANNE;3.65;46.9333
58;MAGNY-LORMES;3.75;47.3
58;CHATEAUNEUF-VAL-DE-BARGIS;3.23333;47.2833
58;SAINT-HILAIRE-FONTAINE;3.61667;46.7667
58;SICHAMPS;3.28333;47.15
58;SAINT-ANDELAIN;2.96667;47.3167
58;POISEUX;3.23333;47.1167
58;CHAMPLEMY;3.35;47.2833
58;BREVES;3.6;47.4167
58;SAINT-LOUP;3;47.45
58;OUAGNE;3.5;47.4
58;MENESTREAU;3.25;47.4167
58;SAINTE-COLOMBE-DES-BOIS;3.14139;47.322
58;DORNECY;3.58333;47.4333
58;GERMENAY;3.6;47.2833
58;OULON;3.4;47.2
58;ONLAY;3.9;46.9667
58;AMAZY;3.58333;47.3833
58;VIGNOL;3.66667;47.3667
58;SURGY;3.51667;47.5167
58;SAINT-ELOI;3.21667;46.9667
58;RUAGES;3.68333;47.3167
58;FERTREVE;3.58333;46.9667
58;MENOU;3.28333;47.3667
58;LIMANTON;3.75;46.9833
58;ROUY;3.53333;47.0167
